"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm125 mapping",1518,1643,946,560,0,144,0,0,1587,27,615,7,346,0,586,633,251,20,0,0,519,233,755,1,890,41,372,0,61,1155,0,1088,0,1821,0,0,0,0,136,0,21,3103,0,769,219,1602,387,7875,0,0,4924,400,0,797,126,2692,2387,0,0,562,0,41,35,29,1470,739,0,0,0,0,0,0,0,0,0,13182,5295,2288,0,238,1056,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,1848,0,0,0,131,0,1738,182,1700,4,1187,609,2801,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111,1209,0,719,0,0,0,0,12,1,2426,0,0,0,474,503,560,2123,1816,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1494,1010,1504,796,3375,0,1933,0,2744,0,0,0,0,0,0,0,1123,0,0,676,8503,818,2310,0,5156,0,0,67658,1172,5333,5257,2069,0,0,0,9510,1330,0,14523,3836,4672,10526,18471,0,0,0,1830,0,0,99,0,1044,80,314,1470,0,566,21,60,0,0,0,5487,0,2805,0,0,0,3910,6560,6781,0,2860,6073,0,0,0,0,5844,3680,114,7331,0,140,0,0,0,0,0,0,0,0,0,0,0,0,2303,0,0,0,0,0
"lm126 mapping",743,716,852,0,208,9,0,0,0,0,7,1,4,1603,7,173,2,0,0,0,0,0,7,0,111,3,0,0,1,7084,0,2138,0,2545,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,1,0,2330,0,0,0,0,0,0,0,29,2248,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,18,209,681,0,316,176,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,180,255,1,0,180,123,0,0,0,0,0,0,0,0,0,0,0,132174,0,0,0,0,1302,0,0,1882,0,874,0,566,0,0,0,0,0,0,1,0,0,19,0,0,920,223,0,0,0,0,2,0,0,322,90,0,0,62,0,0,96,0,913,305,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,233,0,0,0,0,0,0,10703,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0
"lm127 mapping",1446,1705,0,0,104,28,0,0,383,29,349,10,16331,0,373,190,10,12,6,71,79,57,258,2,246,16,193,0,28,0,0,0,0,3082,0,0,0,0,0,0,0,467,0,0,39,818,0,0,0,0,0,0,0,1118,4741,3570,1933,68,6595,4256,11,94,32,14087,2626,324,0,0,0,0,0,0,0,0,0,0,0,4590,0,1279,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,1116,0,11,383,0,0,4974,782,558,1,2947,799,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,79,0,0,0,0,0,0,13412,79,1,0,86,97,16,275,1727,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,203,1717,611,1309,3160,238,0,2391,0,0,0,0,0,0,0,0,0,0,1378,741,2981,1614,209,247,0,0,1618,1872,514,3764,2268,0,0,852,42,2367,0,630,1742,2944,598,0,0,0,0,0,0,15,20,0,0,137,206,678,331,0,231,0,0,0,0,2921,0,168,0,0,0,0,3051,1386,0,2838,632,0,0,0,0,8121,3027,800,0,0,89,0,0,0,0,0,0,0,0,121,0,0,0,863,0,0,0,0,0
"lm128 mapping",1833,1709,0,436,0,188,0,41810,2211,104,821,4,842,0,1269,414,469,239,21,1417,1592,3476,2385,5252,0,142,2023,68,2547,6274,0,1287,0,340,0,0,1028,0,0,0,48,1146,0,894,25,1282,3692,0,554,0,0,0,0,104,0,258,0,2,0,0,15,0,10,49,146,679,0,0,0,0,0,0,0,0,0,0,3792,0,0,1475,885,0,0,0,0,0,0,0,0,246,0,0,0,103,0,0,0,0,0,0,0,2959,0,0,0,619,0,2640,24,1289,0,2310,14,4375,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,183,0,440,283,0,0,189,396,1,0,0,0,1055,237,642,791,438,223,293,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,269,1433,1097,976,4058,3919,1493,0,1402,0,0,0,0,0,0,49,47,0,1512,660,3076,1125,1988,0,1746,0,0,1222,1353,3219,741,2469,0,0,93212,0,321,0,5738,3910,4531,22,0,51,0,0,0,0,11,752,0,86,233,483,1052,0,216,2,0,0,0,0,0,0,338,66,0,0,2199,2263,1808,0,643,1291,0,0,0,0,18497,2177,159,4738,0,354,0,0,0,0,0,0,0,0,45,116,0,0,1557,0,0,0,0,0
"lm129 mapping",911,515,0,0,0,145,0,0,2836,2150,1158,2,456,0,1767,248,1209,0,0,0,54,2,3,0,0,0,7,0,310,0,0,0,0,718,0,0,2438,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,299,0,403,2380,0,61,578,0,0,6,7,805,323,0,0,0,0,0,0,0,12797,0,0,0,0,0,705,220,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,138,0,0,0,120,0,0,103,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263086,0,0,0,0,732,0,241,0,0,0,0,1,0,0,0,63,0,149,631,832,430,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,1202,750,650,955,5416,381,0,1550,0,0,0,0,0,0,0,0,0,0,1265,145,0,180,68,95,0,0,0,1801,0,0,6,0,0,0,0,1341,0,310,1506,412,0,0,5,0,0,0,0,7,0,0,0,0,0,570,0,0,28,0,1041,0,0,0,0,877,0,0,0,0,1941,0,0,1151,1350,0,0,0,0,2158,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0
"lm130 mapping",2594,2655,206,1640,1664,71,55,0,1945,19575,957,29,287,0,1134,605,2263,24,9,96,625,588,970,3,17554,88,841,0,648,0,0,397,0,5189,0,0,731,0,0,0,0,70,0,0,3114,0,0,519,0,0,0,0,0,53,0,3074,2063,0,0,0,16,0,60,113,2898,978,0,0,0,0,0,0,0,0,0,12,0,0,0,1996,2269,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,166,0,3668,7523,3569,0,0,0,231,0,3172,2495,4031,0,2274,4949,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,4,100,0,0,0,2137,376,1075,3876,914,601,386,0,0,0,0,0,0,0,0,0,0,19868,0,0,0,0,2141,2277,3502,799,4941,6690,1301,0,898,0,0,0,0,0,0,0,15,323,0,9159,6192,1123,1809,335805,5038,0,0,4088,14298,2944,2661,1669,0,0,0,2976,21631,0,9184,4249,3010,0,921,500,0,0,1435,0,0,119,0,1689,0,168,1991,0,1486,4,20,291,0,0,0,0,3503,7714,0,0,21163,238,0,0,6887,2798,0,0,0,32252,0,0,4996,5206,0,0,0,0,0,0,0,0,0,0,0,803,0,0,2659,0,0,0,0,0
"lm131 mapping",1256,2486,256,0,128,30,0,0,866,0,1015,6,68,2304,390,373,290,33,2,79,1036,249,1994,41,0,140,1460,0,964,4338,0,3479,0,1166,0,0,886,0,80,5659,18,1795,0,880,59,7148,0,505,2247,0,0,0,72287,770,0,1462,734,3,0,0,4,0,64,64,1276,734,0,0,0,0,0,0,17050,0,0,0,1993,1092,7949,4091,529,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,191,0,1832,0,3666,0,1470,0,246,0,411,1139,3334,0,2013,2917,4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,1184,0,238,751,0,0,55,4,7,866,0,0,0,572,463,1422,1322,291,360,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,865,1704,3763,1262,3609,0,138,0,2949,0,0,0,0,0,0,0,1187,0,208,0,2320,2449,3126,0,1035,0,0,835,1,3540,3603,6513,0,0,0,0,0,0,4154,13835,6038,0,247,2705,0,0,0,0,0,311,0,952,1803,274,1373,0,2396,17,0,0,0,0,0,0,1258,0,0,0,5587,0,2558,0,4321,2841,0,0,0,0,11546,4702,6916,3693,0,881,0,0,0,0,0,0,0,4652,0,22,0,0,1860,0,0,0,0,0
"lm132 mapping",356,300,0,0,0,131,101,0,571,8,139,1,51,0,272,1045,2306,0,0,73,267,14,400,3,0,13,298,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,6071,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,6,0,221,0,0,0,0,0,0,0,7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,124,0,0,0,0,0,0,4862,0,0,0,203,64,99,622,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,893,919,130,0,3230,0,89814,1615,0,0,0,0,0,0,0,57,0,0,0,3732,0,125,0,623,0,0,64,0,1008,0,143,0,0,0,0,0,0,4771,0,211,0,0,0,0,0,587,0,0,38,0,0,0,0,178,0,47045,0,0,0,0,0,0,0,969,0,0,0,0,586,0,0,954,730,0,0,0,0,0,0,10904,372,0,0,0,0,0,0,0,0,0,0,0,0,2495,0,676,0,0,0,0,4035
"lm133 mapping",3666,5065,249,0,749,322,2799,620,4341,812,1716,0,1365,0,2196,891,429,170,47,437,3517,631,2390,14,0,107,2725,679,1084,352,0,0,0,6202,0,0,566,0,0,0,0,0,0,0,1262,0,0,0,1166,0,0,0,0,304,0,5669,0,0,0,0,11,0,185,191,3738,1626,0,0,0,0,0,0,0,0,0,0,6053,2305,6733,3528,1987,0,0,0,0,0,1252,0,0,543,0,0,0,588,0,0,0,93199,97231,0,0,5713,3348,0,0,673,286,4029,4626,4690,17203,6635,5044,5285,0,0,0,1180,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,236665,0,0,0,0,0,0,1801,1295,0,272,0,32,0,130,34,74,177,0,0,2391,652,1666,3177,2892,1291,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065,1823,5739,2214,3481,1946,6202,0,8199,0,0,0,0,0,0,475,113,245,244,2845,11993,3197,3217,59,19418,0,0,822,6166,10976,5993,5180,0,1856,276,221,4697,0,18219,8658,5512,0,614,83,0,0,0,0,166,14,0,2470,1272,576,2909,0,0,4,106,0,0,0,0,0,7787,36434,0,0,0,5871,6155,0,11131,7922,0,0,0,0,16471,11472,40609,18193,0,13371,0,0,0,0,8247,0,0,1183,21592,0,2635,0,4930,0,14005,0,0,0
"lm134 mapping",1155,678,0,0,68,38,0,0,1588,142,463,0,65,0,839,226,251,74,141,516,1860,195,1306,333,0,1196,2308,312,530,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,1392,0,0,0,0,0,0,5,18,1068,437,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,500,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,2129,247,0,0,1684,764,0,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,1,0,0,6,1,0,0,0,1464,646,104,734,621,261,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,505,86,676,807,4020,0,0,521,0,0,0,0,0,0,0,46,999,0,1026,2230,235,78,266,3810,0,0,0,3970,1326,1637,51,0,0,0,0,1131,0,2367,1669,0,203,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,7,5,0,0,0,3854,54546,2655,0,0,0,0,0,3110,5534,4876,2134,0,8297,0,0,2335,6844,9466,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,2653
"lm135 mapping",3304,3214,0,1365,0,85,258,0,2495,357,1074,9,594,0,1719,666,1023,119,0,1190,4303,1193,4067,30,233,1952,6408,0,1417,0,0,0,0,1832,0,0,820,0,0,0,0,573,0,174,10,1050,0,459,0,5352,0,0,0,1294,12301,2081,3565,201,165,684,0,0,22,53,1258,1399,0,0,0,0,0,0,0,0,0,0,4531,9137,13689,5751,326,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,76,0,7927,0,3842,2,0,14193,523,0,1459,1291,3673,19,1208,1035,4351,0,0,0,30410,0,0,0,0,0,3012,0,0,0,0,0,38774,0,0,0,0,0,0,0,0,0,0,328,1519,0,70,1780,0,0,286,5,111,1073,0,1781,0,1142,2467,1842,1503,3610,568,94961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,2677,4635,2073,3313,0,4567,0,4740,21087,0,0,0,0,0,0,0,56782,87799,1594,7085,6331,13583,389,2163,0,0,4866,3204,8303,6664,16944,263,0,43,177,2501,0,9519,5014,23027,0,0,0,0,0,2027,0,3042,176514,0,847,0,3456,2601,0,11229,9,617,0,0,0,1162,0,4594,0,0,0,5337,2956,5184,0,6547,5436,0,0,0,0,870,12377,0,7137,0,0,0,0,0,0,3420,0,0,0,2279,818,0,0,3088,0,0,0,0,0
"lm136 mapping",2346,2989,117,414,0,231,0,621,2682,648,1181,7,354,0,1400,1066,713,81,0,205,1917,1097,2938,1336,0,138,2121,155,1202,0,0,0,0,2533,0,0,716,0,0,0,0,0,0,0,128,0,0,0,1245,0,481,0,0,3622,6268,2506,1542,269,179,1369,12,369,150,89,1710,1255,0,0,0,0,0,0,0,0,0,16,3435,1566,3078,1710,4080,0,238154,0,0,0,0,2675,0,400,0,0,0,73,0,0,598,0,0,0,0,1832,0,0,0,353,0,1784,2198,1313,0,1713,2450,3611,0,0,0,6597,0,0,8087,0,0,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,2294,0,561,0,1,0,0,2683,5,0,114,0,3657,419,1435,214,1778,1924,506,0,0,0,0,0,0,0,7066,0,0,0,0,0,0,0,721,3383,2463,1367,7795,3007,5903,0,1930,0,0,0,0,0,0,3452,115,141,428,1503,5620,962,6001,487,3590,0,0,1633,2473,4973,2949,3966,0,0,0,26,7609,0,5206,1346,25151,10889,0,0,0,0,24,0,144,852,1128,0,0,26714,2327,11415,2608,1,198,218,0,0,0,0,5341,0,0,0,77977,3491,6193,0,9040,3482,0,0,0,0,1221,16685,1734,3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0,0
"lm137 mapping",3449,3712,435,0,1170,36,0,0,1956,72,984,3,457,0,981,728,683,19,19,0,921,78,2239,2,601,586,1510,159,441,267,0,0,0,5218,0,0,750,0,0,0,0,1815,0,1542,406,0,534,893,0,0,292,0,0,2070,142,2060,1381,0,71,2791,0,41,99,393,4303,1399,0,0,0,0,0,0,0,0,0,54344,70,0,8307,5342,1232,0,0,0,0,0,0,50,0,88,0,0,0,0,0,64,1297,0,2801,0,1212,3514,0,0,0,340,3351,2749,4955,1860,4025,1590,5200,5137,0,0,15314,0,0,0,0,8823,0,0,35201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,948,0,2285,574,0,0,79,41,2,0,0,6128,0,699,1248,1874,2089,3053,682,0,0,0,0,0,0,0,0,7179,0,0,0,0,0,0,1510,3408,3513,2635,1236,6763,4284,0,3541,0,0,0,0,0,0,248,9829,0,64,13619,7764,1050,4989,0,2873,1940,0,2197,8186,8129,996,6335,0,0,0,7,13998,0,8584,2623,10525,299780,0,0,0,0,0,0,215,411,61128,786,0,678,2415,763,0,3,193,244,0,0,0,0,2070,0,0,0,11182,3965,2796,0,8466,6103,0,0,0,7265,17413,787,3441,16922,0,0,0,0,0,0,0,0,0,15921,0,0,0,0,2959,0,0,0,0,0
"lm138 mapping",1851,1842,1266,0,0,19,661,548,433,1,187,0,103,0,329,48,255,0,0,0,52,0,164,0,150,227,0,0,0,0,0,0,0,3990,0,0,0,0,0,0,0,71,0,0,284,0,0,0,0,0,0,0,0,85,0,1264,633,0,0,0,0,0,446,81,1965,860,0,0,0,0,0,0,0,0,0,0,10274,0,0,1764,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10320,2,0,1292,7,0,0,0,301,947,1919,265,6033,642,1212,2095,0,0,0,0,0,0,0,0,0,11389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,128,0,0,158,2,3,144,0,0,0,2450,34,699,1430,2301,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,1679,2668,998,1423,753,2610,0,2121,0,0,0,0,0,0,0,1322,175,0,2850,5206,6927,1863,145,2372,0,0,297,3006,2093,6912,1848,0,1353,2830,62,3263,108,7571,12981,3589,0,0,1326,0,0,0,16692,0,37,0,327,2665,238,1810,0,28142,25,10,136,0,0,0,0,3855,0,0,0,478,2121,1053,0,11240,4026,0,0,0,0,3536,503,3419,3787,0,0,0,0,0,0,0,0,0,0,0,196626,0,0,2381,0,8023,0,0,0
"lm139 mapping",1007,873,0,0,0,77,0,129,1203,22,682,341,172,0,532,75,0,0,0,0,116,0,5,0,205,11,1,0,0,8618,0,2708,0,1230,0,0,487,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,16,0,488,0,0,0,0,0,0,1,12,542,347,0,0,0,0,0,0,0,0,0,0,0,2299,0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13715,0,0,6,0,0,0,0,16,114,429,47,422,51,0,0,0,0,0,0,0,8000,0,0,0,0,0,47895,0,0,0,0,0,0,0,0,0,8705,106124,0,0,0,0,24,0,5,0,0,5,0,0,4029,8008,0,319,308,1,359,435,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,4104,1047,533,0,1976,0,953,0,0,0,0,0,0,0,158,0,0,0,7790,1711,0,0,16068,0,0,0,693,8919,1797,0,0,0,0,0,128,0,8948,840,0,0,0,0,0,0,0,0,0,0,0,28,0,0,957,0,1399,5,0,0,0,0,669,0,1203,0,0,0,0,2304,896,0,3919,1724,0,0,0,0,8010,6306,97,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0
"lm140 mapping",1530,1416,171,0,0,362,179,0,4119,198,895,8,929,509,1427,490,1601,2667,0,33296,2515,3379,1728,50916,0,175,2279,0,2677,1725,0,2782,0,307,0,0,0,0,0,0,21,1791,0,505,64,0,584,1974,18,0,320,0,0,2520,0,87,6405,26,288,1098,0,178,16,3,220,676,0,0,0,0,0,0,0,32251,0,0,2469,1147,0,1654,2512,0,0,0,0,0,0,23,0,9,0,0,0,0,0,41537,869,146,0,412,882,252,0,181,0,338,0,1953,1135,237,0,2411,8304,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,7,0,0,0,0,15,0,57,0,7835,2455,112,521,0,1333,1225,315,0,0,0,0,0,19790,0,0,0,0,1157,0,0,0,0,999,1234,1817,750,0,5113,4086,0,3757,0,0,0,0,0,0,0,0,7600,0,898,1462,5751,5714,340,406,0,0,1349,2907,685,5453,9033,0,0,0,0,709,19062,1443,25982,11364,0,0,376,0,0,0,0,346,114,0,0,743,400,1720,0,425,1478,340,0,0,0,0,99513,2899,0,0,0,144,3357,4694,0,2187,3353,0,0,3385,4305,4482,12764,18194,11526,0,0,0,0,0,0,0,26683,35400,0,0,0,0,0,1714,0,0,0,0,0
"lm141 mapping",4327,4343,1733,184,23402,747,1018,821,9820,1667,3597,12,2806,0,4949,2035,3905,332,116,113,5998,8278,5874,1584,2372,78684,6418,215,7306,5807,0,3654,13693,6582,0,0,898,0,35,0,62434,4713,14348,2303,19225,1698,2288,4432,3030,0,340,0,0,3854,1214,3904,4702,788,469,1899,7,2587,129,158,5005,1943,0,0,0,0,158091,0,0,0,0,0,3381,8688,1176,6297,7011,0,0,0,0,0,2086,75598,0,638,0,0,0,0,0,0,0,219,0,3282,5059,8572,0,0,0,3124,1085,5919,8165,2629,1119,4325,6903,9857,0,0,31182,0,0,0,0,0,0,8103,103076,0,0,0,0,28058,0,0,0,0,0,0,0,0,0,0,1966,610,24324,532,783,0,0,329,379,76,0,0,16494,0,1492,1419,4265,3002,2932,983,0,0,0,0,44925,0,0,0,0,0,5594,0,0,14029,0,3824,1104,9968,1623,4038,10267,1318,0,2720,0,299349,0,0,0,0,0,0,405,271,5132,10178,9994,5535,334,4103,0,152616,1560,5175,11910,13809,7755,626,0,52,2739,6908,0,13602,13924,10310,0,0,8181,0,14845,1763,15442,0,0,0,0,13614,843,4211,0,1552,3,0,0,0,0,6880,0,6875,0,0,0,0,7753,8290,0,9186,9606,0,0,0,60,32564,13505,191,54431,0,0,68982,0,0,0,44877,0,0,489,90112,1419,0,0,5445,0,0,0,0,5143
"lm142 mapping",675,739,110,0,0,900,0,0,494,3,533,2,158,0,394,214,1,0,0,0,43,0,8,0,0,2,0,0,0,1398,0,1210,0,1684,0,0,0,0,0,0,0,327,0,434,81,1663,0,2410,0,0,189,0,0,265,0,1271,0,0,0,0,8,0,1,15,714,384,0,0,0,0,0,0,0,0,0,0,1704,4051,8063,1426,1005,0,0,0,0,0,0,0,0,615,0,0,0,0,0,3454,0,0,0,4960,5089,2333,0,1646,0,134,0,2312,1785,1988,0,1556,1156,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,3,84,0,0,1260,106,5,101,693,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,236,2791,0,729,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,4234,4124,0,2825,530,6206,0,11700,848,3765,1395,659,1991,0,0,0,0,8394,0,7434,189,4849,0,0,0,69550,0,0,0,0,849,0,0,0,87688,682,0,10352,0,70,0,0,0,0,0,1914,0,0,0,0,1801,2873,0,848,4069,0,0,3651,0,5773,8718,0,1442,0,0,0,0,0,0,0,0,0,0,244,518,0,0,1486,0,0,0,0,0
"lm143 mapping",1574,1868,130,0,55,21,0,0,611,125,262,1,39,0,272,592,4,6,0,0,490,20,607,4,0,109,536,0,160,5332,0,2626,0,2797,0,18600,702,0,0,0,0,663,0,471,234,0,238,1700,0,0,0,0,0,3349,0,4209,3132,44,1182,4729,0,260,44,220,1792,638,165335,0,0,0,0,10722,0,58469,0,1,4401,0,4742,387,1447,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,100,0,0,1915,486,0,591,733,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,49,1598,0,0,56,7,19,0,2,0,1487,361,246,534,785,1593,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,1767,499,803,1404,0,856,0,2776,0,0,0,0,0,0,0,25,47,118,0,4641,1800,2877,16410,2515,0,0,611,0,3410,1112,1728,0,0,0,195,125,0,6703,5793,5331,0,0,122,0,0,0,0,99,81,0,44,187,575,1196,0,82,5,687,0,0,0,0,0,345,0,0,0,18865,3052,2248,0,4999,628,0,0,0,0,1433,2917,10314,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0
